-0.0216	1430495	50000	50	0	1000	600	4001.27	7.170731707
-0.4133	1465181	300000	300	0	3000	2000	4071.19	3.449541284
-0.0939	1499418	50000	100	0	1000	600	2162.15	13.86725664
0.1278	1518597	50000	50	0	1000	1000	2548.4	14.67010309
-0.21	1520648	100000	100	0	1000	1000	1885.63	40.31914894
0.2693	1522312	60000	300	0	2000	1500	2000.92	36.29347826
0.4568	1531222	10000	50	0	1000	1000	1343.89	6.422535211
-0.2696	1537352	200000	200	0	2500	1300	2102.69	3.714285714
0.625	1311498	200000	200	0	1500	1200	2105.58	2.240384615
0.1969	1339100	100000	100	1000	1000	1000	2039.39	4.636942675
-0.1086	1357371	20000	20	0	600	500	812.85	57.15384615
-0.2693	1399014	10000	50	0	2000	300	526.51	13.06521739
0.3618	1422639	100000	100	1000	1000	1100	2107.18	8.703910615
0.1681	1428769	200000	200	0	1300	1300	1949.84	7
-0.2717	1431387	50000	500	1500	2900	1600	2966.42	4.705202312
0.3143	1431549	149850	150	0	1800	1500	5878.57	29.85628743
-0.1298	1491507	200000	200	1800	1200	1500	2478.27	13.23622047
0.1383	1504449	160000	200	0	2000	1600	3842.87	19.72307692
0.1912	1509570	200000	200	0	2000	1200	2070.87	9.018518519
0.5	1514745	20000	100	0	1000	5600	16134.96	3.182926829
0.1628	1530783	50000	500	0	10000	1400	8964.18	7.87654321
0.0099	1530945	600000	550	0	8600	2600	7396.74	26.6125
-0.1614	1534509	168000	168	0	2000	1500	1972.74	16.82191781
-0.0471	1270161	50000	50	0	1100	700	1385.47	45.203125
0.0771	1324017	10000	53	0	1000	500	864.01	39.95857988
-0.107	1338328	20000	100	0	1200	900	1625.17	3.025974026
-0.2574	1341892	40000	200	2000	1000	1200	6113.67	13.20833333
-1	1413117	300000	300	0	2500	2600	5284.13	1.442622951
0.0051	1422478	100000	100	0	500	700	2455.33	14.77005348
-1	1454653	10000	200	1500	1000	1000	1775.86	7.201298701
0.9788	1462834	200000	200	0	1500	1400	5224.36	3.623655914
0.0511	1495199	50000	100	0	100	700	4128.3	15.65254237
0.713	1500273	30000	300	1500	2000	1700	2922.56	2.72972973
0.0106	1508798	45000	150	0	1500	1000	2345	5.475247525
-0.1779	1525771	60000	2000	0	9900	2500	95124.62	7.387096774
-0.16	1541638	880000	880	0	5000	4500	11140.24	1.976190476
0.1065	1334152	99900	100	0	1000	800	1653.81	5.291044776
0.8119	1368678	50000	50	0	1000	1600	1833.12	17.72
-0.379	1392608	10000	100	0	2000	800	1375.88	3.248120301
0.0841	1404208	10000	200	3000	1000	600	5827.5	26.55974843
0.0953	1480204	50000	100	0	1200	1000	1470.89	10.32592593
0.3157	1483328	50000	50	0	500	600	1273.71	69.94117647
-0.1746	1493129	266400	300	1900	300	1200	5694.87	4.052173913
-0.0174	1515971	500000	500	0	2800	1800	2440.36	9.232323232
-0.3161	1532116	50000	500	0	6000	3900	7978.29	25.31578947
-0.4873	1370568	90000	300	1000	1600	1500	2864.64	4.611764706
0.9128	1411337	100000	100	0	2000	700	1270.76	6.4
0.8492	1429996	20000	200	1500	1500	1500	2084.86	9.477124183
-1	1480700	166000	166	0	1200	1300	1614.65	1.613636364
0.7634	1506116	40000	200	5900	2900	600	1466.39	135.0462963
-0.195	1516863	45000	300	0	2000	1500	1980.48	9.093333333
1.2734	1518032	99900	100	0	2000	1200	2841.64	34.77777778
-0.0434	1520372	50000	50	0	1000	600	2597.59	54.59574468
-0.0632	1351696	100000	100	0	800	600	3794.85	10.69753086
0.2291	1361046	50000	100	0	300	1000	2356.79	31.46560847
-0.0495	1415730	100000	100	0	1000	1400	2274.04	7.408045977
0.0285	1422525	50000	50	0	600	500	1982.84	36.49171271
-0.2463	1423867	20000	75	0	1000	1000	1943.54	8.066666667
0.9444	1465186	50000	500	0	2000	1300	2099.68	2.419354839
-0.4879	1512192	10000	100	0	1000	1000	2416.93	4.075
0.5079	1523208	50000	100	0	1000	1400	1650.19	8.418604651
-0.0936	1528609	100000	50	0	500	500	1780.58	41.18292683
0.6583	1530831	20000	200	0	1300	600	867.08	10.0617284
-0.3409	1533955	200000	200	0	1000	1100	1928.63	13.25641026
0.5294	1536628	140000	140	0	1000	2000	9860.25	2.333333333
-0.7273	1312889	30000	175	0	3000	6000	13181.19	11.7080292
-0.0265	1420249	16000	80	0	800	300	564.85	11.45806452
-0.2508	1493014	20000	200	2000	3500	900	3125.47	20.18487395
0.6886	1514470	300000	300	0	1500	1500	2109.74	29.28431373
-0.0084	1519871	268000	268	0	2000	1300	2308.1	13.75789474
-0.4354	1547041	50000	100	0	1000	800	1149.93	18.07142857
-0.2727	1327361	30000	100	0	1500	1500	2981.05	2.083333333
0.2667	1349196	10000	200	3000	3000	2400	4527.15	6.745856354
-0.0893	1412726	25000	50	0	1200	1500	2177.98	8.080246914
0.4809	1430384	50000	50	0	1000	1100	5362.26	12.81967213
0.2176	1457213	100000	100	0	1200	1200	1774.1	3.816455696
0.0068	1509576	100000	100	0	2500	800	15956.82	12.47663551
2.1429	1518981	100000	100	0	800	800	1132.49	3.612244898
1.4103	1532002	19800	200	0	2000	1400	2611.7	3.065217391
-0.0766	1542416	50000	50	0	1000	1000	2169.37	15.04615385
0.4138	1353525	200000	200	0	1000	600	780.99	10.95833333
-0.3	1357260	30000	300	2500	2000	3500	6479.21	3.314685315
-0.0292	1366170	20000	20	0	100	700	2095.03	28.91005291
-0.5253	1454046	15000	50	0	1000	1100	1637.09	7.473684211
-0.1273	1464955	10000	200	3000	2000	1600	3209.2	12.825
0.1237	1489840	50000	50	0	500	500	2630.72	6.034188034
0.0747	1502556	200000	50	0	500	700	1501.39	20.43243243
-0.2065	1509126	10000	100	1500	1000	1300	1986.18	5.52
0.0383	1521312	20000	200	0	2500	1000	1901.45	15.02150538
0.4464	1532950	30000	300	0	3000	3000	14298.66	9.909090909
0.0028	1542913	50000	500	0	2000	900	1998.1	22.04166667
0.0759	1545875	50000	100	0	1500	1000	1795	15.86440678
2.3105	1304594	200000	200	1200	200	700	1247.73	6.543956044
1.3347	1357262	50000	350	0	3500	1800	3063.41	5.994011976
0.0803	1370294	15000	300	0	2000	1200	1573.77	4.937888199
0.0446	1468197	25000	50	0	300	600	1345.15	143.0858896
1.1481	1493964	50000	500	3000	500	2000	4523.26	4.11827957
0.4507	1525166	160000	200	0	1800	1600	2269.11	12.71264368
-0.132	1531727	20000	100	0	1500	600	1467.02	10.975
0.7748	1534571	50000	50	0	1000	1200	1288.23	4.708333333
-0.4524	1534733	88800	100	0	1500	700	1525.41	3.06779661
0.3103	1537406	40000	200	0	1500	1000	1668.35	6.887323944
-0.6667	1541528	10000	500	0	9000	5900	10253.04	4.015625
0.0212	1362438	150000	150	0	1000	600	982.27	84.47435897
0.4911	1372121	200000	200	0	3000	1500	2521.11	8.726495726
0.1411	1489799	81600	120	0	1100	1100	1454.91	9.076271186
-0.5135	1501217	200000	200	0	1500	1200	1848.31	7.393162393
-0.2857	1512242	10000	200	0	2000	1800	3205.74	4.046875
-0.3636	1516752	50000	125	0	1800	700	1551.91	2
-0.0295	1520874	10000	100	0	1500	1300	1999.46	7.290322581
0.0557	1524438	10000	100	0	1000	1300	7714.06	17.96590909
-0.6563	1536516	160000	200	0	1000	900	1279.94	2.737704918
-0.6389	1540476	90000	3000	0	10000	10500	70479.15	1.731707317
0.1939	1546317	20000	200	0	2000	400	1775.02	1.5
0.4545	1305487	10000	100	0	1200	1200	2076.06	1.963963964
-1	1357264	50000	100	1000	100	1000	10627.08	1.702702703
-0.4381	1359046	300000	300	0	1500	600	1576.96	2.324561404
0.3154	1359992	100000	125	0	1000	600	1548.18	10.44186047
0.1978	1375084	100000	100	0	1600	1600	3188.74	7.775641026
